NR,AR,TIMI,DAGS,ST,STOD,LENGD,TYNGD,KYN,KTR,ALD,ALDUR,FYLL,HOR,CHIP,CHIL,DAPH,LYM,EU,PIS,TRI,ANN,LOGLENGD,LOGTYNGD,PHOR,PCHIP,PCHIL,PDAPH,PLYM,PEU,PPIS,PTRI,PANN,SCHITSO,NET_MÖSK,NOSTOC,OGR,PNOSTOC,POGR,PHOT
19,2007,9,2092007,8,12,29.0,278,1,2,3,3,2,100,0,0,0,0,0,0,0,0,1.46240,2.44404,200,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
20,2007,9,2092007,8,12,30.5,334,1,1,3,3,4,100,0,0,0,0,0,0,0,0,1.48430,2.52375,400,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
21,2007,9,2092007,8,12,49.8,"1,102",1,9,5,5,3,100,0,0,0,0,0,0,0,0,1.69723,3.04218,300,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
1,2008,9,2092008,3,3,34.5,522,1,2,3,3,3,0,5,0,0,0,90,5,0,0,1.53782,2.71767,00,15,00,00,00,270,15,00,00,0,0,0,0,00,00,00
2,2008,9,2092008,3,3,35.8,602,1,2,3,3,3,0,0,0,0,0,100,0,0,0,1.55388,2.77960,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
3,2008,9,2092008,3,3,27.6,290,1,2,2,2,4,0,0,5,0,0,95,0,0,0,1.44091,2.46240,00,00,20,00,00,380,00,00,00,0,0,0,0,00,00,00
4,2008,9,2092008,3,3,37.0,732,2,2,3,3,3,0,0,0,0,0,100,0,0,0,1.56820,2.86451,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
5,2008,9,2092008,3,3,22.7,128,1,2,2,2,3,0,0,0,0,0,100,0,0,0,1.35603,2.10721,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
6,2008,9,2092008,3,3,27.7,278,2,2,3,3,5,0,0,0,0,0,100,0,0,0,1.44248,2.44404,00,00,00,00,00,500,00,00,00,0,0,0,0,00,00,00
7,2008,9,2092008,3,3,31.9,396,2,2,3,3,4,0,0,5,0,0,95,0,0,0,1.50379,2.59770,00,00,20,00,00,380,00,00,00,0,0,0,0,00,00,00
8,2008,9,2092008,3,3,23.9,154,2,2,2,2,3,0,0,10,0,0,90,0,0,0,1.37840,2.18752,00,00,30,00,00,270,00,00,00,0,0,0,0,00,00,00
9,2008,9,2092008,3,3,25.2,190,1,2,2,2,3,0,0,40,0,0,60,0,0,0,1.40140,2.27875,00,00,120,00,00,180,00,00,00,0,0,0,0,00,00,00
10,2008,9,2092008,10,10,10.3,10,1,1,1,1,3,0,30,70,0,0,0,0,0,0,1.01284,1.00000,00,90,210,00,00,00,00,00,00,0,0,0,0,00,00,00
11,2008,9,2092008,10,10,32.7,436,2,2,3,3,3,0,0,0,0,0,100,0,0,0,1.51455,2.63949,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
12,2008,9,2092008,10,10,18.6,74,1,1,2,2,4,0,0,5,0,0,95,0,0,0,1.26951,1.86923,00,00,20,00,00,380,00,00,00,0,0,0,0,00,00,00
13,2008,9,2092008,10,10,17.4,58,2,1,2,2,5,0,0,0,0,0,100,0,0,0,1.24055,1.76343,00,00,00,00,00,500,00,00,00,0,0,0,0,00,00,00
14,2008,9,2092008,10,10,15.6,44,1,1,2,2,2,0,60,0,0,0,40,0,0,0,1.19312,1.64345,00,120,00,00,00,80,00,00,00,0,0,0,0,00,00,00
15,2008,9,2092008,10,10,35.4,604,2,2,3,3,2,0,0,0,0,0,100,0,0,0,1.54900,2.78104,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
16,2008,9,2092008,10,10,36.4,754,2,2,4,4,2,0,0,0,0,0,100,0,0,0,1.56110,2.87737,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
17,2008,9,2092008,10,10,24.3,182,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1.38561,2.26007,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
18,2008,9,2092008,10,10,24.9,190,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1.39620,2.27875,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
19,2008,9,2092008,10,10,25.1,218,1,2,2,2,3,0,0,0,90,0,10,0,0,0,1.39967,2.33846,00,00,00,270,00,30,00,00,00,0,0,0,0,00,00,00
20,2008,9,2092008,10,10,27.8,226,2,2,3,3,2,0,0,0,0,0,100,0,0,0,1.44404,2.35411,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
21,2008,9,2092008,10,10,24.8,198,2,2,2,2,3,0,0,0,0,0,100,0,0,0,1.39445,2.29667,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
22,2008,9,2092008,10,10,23.5,174,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1.37107,2.24055,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
23,2008,9,2092008,10,10,20.8,104,2,2,2,2,4,0,0,0,0,0,100,0,0,0,1.31806,2.01703,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
24,2008,9,2092008,10,10,24.0,164,1,2,2,2,2,0,0,0,0,0,100,0,0,0,1.38021,2.21484,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
25,2008,9,2092008,10,10,30.5,372,2,5,3,3,2,0,0,0,100,0,0,0,0,0,1.48430,2.57054,00,00,00,200,00,00,00,00,00,0,0,0,0,00,00,00
26,2008,9,2092008,10,10,36.2,630,2,2,3,3,2,0,0,0,0,0,100,0,0,0,1.55871,2.79934,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
27,2008,9,2092008,2,2,30.1,382,1,1,3,3,1,0,0,0,0,0,100,0,0,0,1.47857,2.58206,00,00,00,00,00,100,00,00,00,0,0,0,0,00,00,00
28,2008,9,2092008,2,2,30.1,420,1,2,3,3,3,0,0,5,0,0,95,0,0,0,1.47857,2.62325,00,00,15,00,00,285,00,00,00,0,0,0,0,00,00,00
29,2008,9,2092008,2,2,24.5,174,1,2,2,2,2,0,0,0,0,0,100,0,0,0,1.38917,2.24055,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
30,2008,9,2092008,2,2,23.0,160,1,2,0,0,2,0,0,0,0,0,100,0,0,0,1.36173,2.20412,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
31,2008,9,2092008,2,2,25.0,200,1,2,2,2,3,0,0,0,0,0,100,0,0,0,1.39794,2.30103,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
32,2008,9,2092008,2,2,31.5,506,1,2,3,3,3,0,0,0,0,0,100,0,0,0,1.49831,2.70415,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
33,2008,9,2092008,9,9,20.2,104,2,2,2,2,2,0,0,10,90,0,0,0,0,0,1.30535,2.01703,00,00,20,180,00,00,00,00,00,0,0,0,0,00,00,00
34,2008,9,2092008,9,9,25.8,210,2,2,2,2,3,0,0,60,0,0,40,0,0,0,1.41162,2.32222,00,00,180,00,00,120,00,00,00,0,0,0,0,00,00,00
35,2008,9,2092008,9,9,22.9,146,2,2,2,2,2,0,0,0,0,0,100,0,0,0,1.35984,2.16435,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
36,2008,9,2092008,9,9,24.4,178,2,2,2,2,2,0,0,0,0,0,100,0,0,0,1.38739,2.25042,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
37,2008,9,2092008,9,9,26.8,252,2,2,2,2,2,0,0,20,0,0,80,0,0,0,1.42813,2.40140,00,00,40,00,00,160,00,00,00,0,0,0,0,00,00,00
38,2008,9,2092008,9,9,28.6,356,2,2,3,3,3,0,0,0,0,0,100,0,0,0,1.45637,2.55145,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
39,2008,9,2092008,9,9,29.9,374,2,2,3,3,3,0,0,0,0,0,100,0,0,0,1.47567,2.57287,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
40,2008,9,2092008,9,9,28.6,304,2,2,3,3,1,0,0,0,0,0,100,0,0,0,1.45637,2.48287,00,00,00,00,00,100,00,00,00,0,0,0,0,00,00,00
41,2008,9,2092008,9,9,36.4,716,2,2,4,4,1,0,0,0,0,0,100,0,0,0,1.56110,2.85491,00,00,00,00,00,100,00,00,00,0,0,0,0,00,00,00
42,2008,9,2092008,1,1,32.4,450,2,2,3,3,1,0,0,0,0,0,100,0,0,0,1.51055,2.65321,00,00,00,00,00,100,00,00,00,0,0,0,0,00,00,00
43,2008,9,2092008,1,1,37.8,756,1,2,3,3,1,0,0,0,0,0,100,0,0,0,1.57749,2.87852,00,00,00,00,00,100,00,00,00,0,0,0,0,00,00,00
44,2008,9,2092008,1,1,21.7,124,1,1,2,2,4,0,0,0,0,0,100,0,0,0,1.33646,2.09342,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
45,2008,9,2092008,1,1,22.5,134,2,5,2,2,5,0,0,0,0,0,100,0,0,0,1.35218,2.12710,00,00,00,00,00,500,00,00,00,0,0,0,0,00,00,00
46,2008,9,2092008,1,1,32.2,424,2,2,3,3,5,0,0,30,0,70,0,0,0,0,1.50786,2.62737,00,00,150,00,350,00,00,00,00,0,0,0,0,00,00,00
47,2008,9,3092008,4,4,21.0,118,1,1,2,2,4,0,0,0,0,0,100,0,0,0,1.32222,2.07188,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
48,2008,9,3092008,4,4,23.6,168,2,2,2,2,4,0,0,0,0,0,100,0,0,0,1.37291,2.22531,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
49,2008,9,3092008,4,4,33.5,518,2,2,3,3,4,0,0,0,0,0,100,0,0,0,1.52504,2.71433,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
50,2008,9,3092008,4,4,29.2,342,2,2,3,3,4,0,0,0,0,0,100,0,0,0,1.46538,2.53403,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
51,2008,9,3092008,4,4,34.3,456,2,2,3,3,3,0,0,0,0,0,100,0,0,0,1.53529,2.65896,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
52,2008,9,3092008,4,4,32.1,454,1,2,3,3,4,0,0,0,0,0,100,0,0,0,1.50651,2.65706,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
53,2008,9,3092008,4,4,27.1,270,1,2,3,3,3,0,0,0,0,0,100,0,0,0,1.43297,2.43136,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
54,2008,9,3092008,4,4,34.1,544,1,2,3,3,3,0,0,0,0,0,100,0,0,0,1.53275,2.73560,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
55,2008,9,3092008,4,4,35.0,580,2,2,4,4,3,0,0,0,0,0,100,0,0,0,1.54407,2.76343,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
56,2008,9,3092008,4,4,34.0,536,2,5,3,3,2,0,0,0,0,0,100,0,0,0,1.53148,2.72916,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
57,2008,9,3092008,4,4,15.8,42,1,1,2,2,3,0,0,0,0,0,100,0,0,0,1.19866,1.62325,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
58,2008,9,3092008,4,4,16.5,50,1,1,2,2,5,0,0,0,0,0,100,0,0,0,1.21748,1.69897,00,00,00,00,00,500,00,00,00,0,0,0,0,00,00,00
59,2008,9,3092008,5,5,42.0,988,1,2,4,4,3,0,0,0,0,0,100,0,0,0,1.62325,2.99476,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
60,2008,9,3092008,4,4,48.0,"2,598",1,12,5,5,4,100,0,0,0,0,0,0,0,0,1.68124,3.41464,400,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
61,2008,9,4092008,7,11,24.8,180,1,2,2,2,2,100,0,0,0,0,0,0,0,0,1.39445,2.25527,200,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
62,2008,9,4092008,7,11,24.9,180,1,1,2,2,4,100,0,0,0,0,0,0,0,0,1.39620,2.25527,400,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
63,2008,9,4092008,7,11,23.0,130,2,1,2,2,5,100,0,0,0,0,0,0,0,0,1.36173,2.11394,500,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
64,2008,9,4092008,7,11,22.5,126,2,2,2,2,4,100,0,0,0,0,0,0,0,0,1.35218,2.10037,400,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
65,2008,9,4092008,7,11,22.2,162,1,2,3,3,1,0,0,100,0,0,0,0,0,0,1.34635,2.20952,00,00,100,00,00,00,00,00,00,0,0,0,0,00,00,00
66,2008,9,4092008,7,11,26.9,224,1,2,0,0,3,100,0,0,0,0,0,0,0,0,1.42975,2.35025,300,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
67,2008,9,4092008,7,11,32.1,422,1,2,3,3,5,10,0,0,0,90,0,0,0,0,1.50651,2.62531,50,00,00,00,450,00,00,00,00,0,0,0,0,00,00,00
68,2008,9,4092008,7,11,20.4,90,1,1,2,2,1,100,0,0,0,0,0,0,0,0,1.30963,1.95424,100,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
69,2008,9,4092008,7,11,26.5,252,1,2,4,4,5,100,0,0,0,0,0,0,0,0,1.42325,2.40140,500,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
70,2008,9,4092008,8,12,31.5,368,1,2,3,3,4,0,0,0,0,100,0,0,0,0,1.49831,2.56585,00,00,00,00,400,00,00,00,00,0,0,0,0,00,00,00
71,2008,9,4092008,8,12,26.1,204,2,2,3,3,2,100,0,0,0,0,0,0,0,0,1.41664,2.30963,200,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
72,2008,9,4092008,8,12,32.0,430,2,2,3,3,5,100,0,0,0,0,0,0,0,0,1.50515,2.63347,500,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
73,2008,9,4092008,8,12,30.7,362,1,2,3,3,5,100,0,0,0,0,0,0,0,0,1.48714,2.55871,500,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
74,2008,9,4092008,8,12,20.7,100,1,1,2,2,4,100,0,0,0,0,0,0,0,0,1.31597,2.00000,400,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
75,2008,9,4092008,8,12,22.5,134,2,2,2,2,1,100,0,0,0,0,0,0,0,0,1.35218,2.12710,100,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
76,2008,9,4092008,8,12,25.3,192,2,2,3,3,3,100,0,0,0,0,0,0,0,0,1.40312,2.28330,300,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
77,2008,9,4092008,8,12,16.4,36,2,1,2,2,3,100,0,0,0,0,0,0,0,0,1.21484,1.55630,300,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
78,2008,9,4092008,8,12,17.2,46,2,2,2,2,2,100,0,0,0,0,0,0,0,0,1.23553,1.66276,200,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
79,2008,9,4092008,8,12,17.5,52,2,1,2,2,5,0,0,0,0,0,0,0,0,0,1.24304,1.71600,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
80,2008,9,4092008,8,12,21.9,116,1,1,2,2,5,100,0,0,0,0,0,0,0,0,1.34044,2.06446,500,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
81,2008,9,4092008,8,12,26.0,220,1,2,3,3,3,100,0,0,0,0,0,0,0,0,1.41497,2.34242,300,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
82,2008,9,4092008,8,12,28.0,262,2,2,3,3,5,100,0,0,0,0,0,0,0,0,1.44716,2.41830,500,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
83,2008,9,4092008,8,12,35.6,586,2,2,4,4,4,100,0,0,0,0,0,0,0,0,1.55145,2.76790,400,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
84,2008,9,4092008,8,12,21.6,100,2,2,3,3,3,100,0,0,0,0,0,0,0,0,1.33445,2.00000,300,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
85,2008,9,4092008,8,12,28.6,318,2,2,3,3,3,100,0,0,0,0,0,0,0,0,1.45637,2.50243,300,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
86,2008,9,4092008,8,12,30.7,372,1,2,3,3,3,10,0,0,0,90,0,0,0,0,1.48714,2.57054,30,00,00,00,270,00,00,00,00,0,0,0,0,00,00,00
1,2009,9,10909,4,0,22.8,130,1,2,2,2,3,0,0,0,0,0,100,0,0,0,1.35793,2.11394,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
2,2009,9,10909,4,0,17.5,54,2,2,2,2,4,0,10,0,0,0,90,0,0,0,1.24304,1.73239,00,40,00,00,00,360,00,00,00,0,0,0,0,00,00,00
3,2009,9,10909,4,0,28.9,242,1,2,3,3,4,100,0,0,0,0,0,0,0,0,1.46090,2.38382,400,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
4,2009,9,10909,4,0,14.8,34,1,2,2,2,4,0,0,0,0,0,100,0,0,0,1.17026,1.53148,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
5,2009,9,10909,4,0,34.2,490,2,2,3,3,3,0,0,0,0,0,70,0,0,30,1.53403,2.69020,00,00,00,00,00,210,00,00,90,0,0,0,0,00,00,00
6,2009,9,10909,4,0,32.7,440,2,2,3,3,2,5,0,0,0,0,95,0,0,0,1.51455,2.64345,10,00,00,00,00,190,00,00,00,0,0,0,0,00,00,00
7,2009,9,10909,4,0,33.0,424,2,2,3,3,2,0,5,0,0,0,95,0,0,0,1.51851,2.62737,00,10,00,00,00,190,00,00,00,0,0,0,0,00,00,00
8,2009,9,10909,4,0,46.0,"1,284",2,5,3,5,2,0,70,0,0,0,30,0,0,0,1.66276,3.10857,00,140,00,00,00,60,00,00,00,0,0,0,0,00,00,00
9,2009,9,10909,4,0,29.3,324,1,2,5,3,2,100,0,0,0,0,0,0,0,0,1.46687,2.51055,200,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
10,2009,9,10909,4,0,39.5,784,2,2,3,4,3,80,0,0,0,0,20,0,0,0,1.59660,2.89432,240,00,00,00,00,60,00,00,00,0,0,0,0,00,00,00
11,2009,9,10909,4,0,39.5,818,2,2,4,4,2,100,0,0,0,0,0,0,0,0,1.59660,2.91275,200,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
12,2009,9,10909,4,0,40.8,892,1,2,4,4,3,100,0,0,0,0,0,0,0,0,1.61066,2.95036,300,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
13,2009,9,10909,5,0,59.0,"1,568",1,9,10,10,3,100,0,0,0,0,0,0,0,0,1.77085,3.19535,300,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
14,2009,9,20909,9,0,21.3,70,2,2,2,2,2,0,0,0,0,0,100,0,0,0,1.32838,1.84510,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
15,2009,9,20909,9,0,18.4,70,2,4,2,2,4,0,5,0,0,0,95,0,0,0,1.26482,1.84510,00,20,00,00,00,380,00,00,00,0,0,0,0,00,00,00
16,2009,9,20909,9,0,19.7,76,2,2,2,2,5,0,0,0,0,0,100,0,0,0,1.29447,1.88081,00,00,00,00,00,500,00,00,00,0,0,0,0,00,00,00
17,2009,9,20909,9,0,22.0,36,1,2,2,2,3,0,0,0,0,0,100,0,0,0,1.34242,1.55630,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
18,2009,9,20909,9,0,18.9,72,1,2,2,2,2,0,0,0,0,0,100,0,0,0,1.27646,1.85733,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
19,2009,9,20909,9,0,26.5,242,2,2,3,3,2,100,0,0,0,0,0,0,0,0,1.42325,2.38382,200,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
20,2009,9,20909,9,0,22.0,120,1,2,2,2,2,0,0,0,0,0,95,0,0,5,1.34242,2.07918,00,00,00,00,00,190,00,00,10,0,0,0,0,00,00,00
21,2009,9,20909,9,0,27.2,238,1,2,3,3,4,0,0,0,100,0,0,0,0,0,1.43457,2.37658,00,00,00,400,00,00,00,00,00,0,0,0,0,00,00,00
22,2009,9,20909,9,0,27.4,250,1,2,3,3,4,0,0,70,0,10,20,0,0,0,1.43775,2.39794,00,00,280,00,40,80,00,00,00,0,0,0,0,00,00,00
23,2009,9,20909,9,0,28.9,258,1,2,3,3,3,0,0,0,100,0,0,0,0,0,1.46090,2.41162,00,00,00,300,00,00,00,00,00,0,0,0,0,00,00,00
24,2009,9,20909,9,0,30.9,364,2,2,3,3,4,0,5,0,90,0,5,0,0,0,1.48996,2.56110,00,20,00,360,00,20,00,00,00,0,0,0,0,00,00,00
25,2009,9,20909,9,0,31.0,300,1,2,3,3,3,0,0,0,100,0,0,0,0,0,1.49136,2.47712,00,00,00,300,00,00,00,00,00,0,0,0,0,00,00,00
26,2009,9,20909,9,0,31.7,418,2,2,3,3,4,0,5,0,95,0,0,0,0,0,1.50106,2.62118,00,20,00,380,00,00,00,00,00,0,0,0,0,00,00,00
27,2009,9,20909,9,0,31.8,446,2,5,7,7,4,0,50,0,0,0,50,0,0,0,1.50243,2.64933,00,200,00,00,00,200,00,00,00,0,0,0,0,00,00,00
28,2009,9,20909,9,0,32.8,438,1,2,4,4,3,0,60,0,20,0,60,0,0,0,1.51587,2.64147,00,180,00,60,00,180,00,00,00,0,0,0,0,00,00,00
29,2009,9,20909,9,0,36.2,604,2,2,4,4,3,0,20,0,0,0,80,0,0,0,1.55871,2.78104,00,60,00,00,00,240,00,00,00,0,0,0,0,00,00,00
30,2009,9,20909,9,0,37.0,694,2,2,4,4,4,0,5,0,0,0,95,0,0,0,1.56820,2.84136,00,20,00,00,00,380,00,00,00,0,0,0,0,00,00,00
31,2009,9,20909,9,0,51.0,"1,804",1,9,5,5,4,100,0,0,0,0,0,0,0,0,1.70757,3.25624,400,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
32,2009,9,20909,9,0,21.0,110,2,2,2,2,4,0,0,0,0,0,100,0,0,0,1.32222,2.04139,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
33,2009,9,20909,9,0,22.0,108,1,2,3,3,2,0,0,0,0,0,100,0,0,0,1.34242,2.03342,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
34,2009,9,20909,9,0,28.5,288,2,2,3,3,2,0,60,0,0,0,40,0,0,0,1.45484,2.45939,00,120,00,00,00,80,00,00,00,0,0,0,0,00,00,00
35,2009,9,20909,9,0,35.5,582,2,2,4,4,3,0,0,0,0,0,100,0,0,0,1.55023,2.76492,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
36,2009,9,20909,9,0,33.9,512,2,2,4,4,3,0,0,0,0,0,100,0,0,0,1.53020,2.70927,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
37,2009,9,20909,2,0,16.2,42,2,2,2,2,4,0,0,0,0,0,100,0,0,0,1.20952,1.62325,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
38,2009,9,20909,3,0,32.0,408,1,2,3,3,3,0,0,20,50,0,30,0,0,0,1.50515,2.61066,00,00,60,150,00,90,00,00,00,0,0,0,0,00,00,00
39,2009,9,20909,3,0,30.8,380,2,2,3,3,2,0,0,70,0,0,70,0,0,0,1.48855,2.57978,00,00,140,00,00,140,00,00,00,0,0,0,0,00,00,00
40,2009,9,20909,3,0,35.2,584,1,2,4,4,4,0,90,0,0,0,10,0,0,0,1.54654,2.76641,00,360,00,00,00,40,00,00,00,0,0,0,0,00,00,00
41,2009,9,20909,3,0,18.8,76,2,2,2,2,3,0,0,0,0,0,100,0,0,0,1.27416,1.88081,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
42,2009,9,20909,3,0,21.9,108,1,2,2,2,4,0,0,0,0,0,0,0,0,100,1.34044,2.03342,00,00,00,00,00,00,00,00,400,0,0,0,0,00,00,00
43,2009,9,20909,3,0,36.5,708,1,2,4,4,4,0,80,0,0,0,20,0,0,0,1.56229,2.85003,00,320,00,00,00,80,00,00,00,0,0,0,0,00,00,00
44,2009,9,20909,3,0,41.4,890,1,2,4,4,3,0,0,40,0,0,60,0,0,0,1.61700,2.94939,00,00,120,00,00,180,00,00,00,0,0,0,0,00,00,00
45,2009,9,20909,3,0,38.5,822,1,2,4,4,4,0,0,90,0,0,10,0,0,0,1.58546,2.91487,00,00,360,00,00,40,00,00,00,0,0,0,0,00,00,00
46,2009,9,20909,3,0,41.2,890,1,2,4,4,2,0,0,40,0,0,60,0,0,0,1.61490,2.94939,00,00,80,00,00,120,00,00,00,0,0,0,0,00,00,00
47,2009,9,20909,1,0,32.3,436,1,2,3,3,4,0,0,10,0,0,90,0,0,0,1.50920,2.63949,00,00,40,00,00,360,00,00,00,0,0,0,0,00,00,00
1,2009,9,30909,12,0,27.2,204,2,2,5,5,3,0,0,0,100,0,0,0,0,0,1.43457,2.30963,00,00,00,300,00,00,00,00,00,0,0,0,0,00,00,00
2,2009,9,30909,12,0,29.5,286,1,2,3,3,2,100,0,0,0,0,0,0,0,0,1.46982,2.45637,200,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
3,2009,9,30909,12,0,27.0,242,2,2,3,3,2,100,0,0,0,0,0,0,0,0,1.43136,2.38382,200,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
4,2009,9,30909,12,0,30.4,330,1,2,3,3,2,100,0,0,0,0,0,0,0,0,1.48287,2.51851,200,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
5,2009,9,30909,12,0,32.6,446,1,2,3,3,5,100,0,0,0,0,0,0,0,0,1.51322,2.64933,500,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
6,2009,9,30909,12,0,17.0,50,1,2,3,3,5,100,0,0,0,0,0,0,0,0,1.23045,1.69897,500,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
7,2009,9,30909,12,0,31.4,304,2,2,3,3,2,100,0,0,0,0,0,0,0,0,1.49693,2.48287,200,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
8,2009,9,30909,12,0,23.5,140,2,2,2,2,3,100,0,0,0,0,0,0,0,0,1.37107,2.14613,300,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
9,2009,9,30909,12,0,39.3,762,1,2,4,4,5,0,0,0,0,100,0,0,0,0,1.59439,2.88195,00,00,00,00,500,00,00,00,00,0,0,0,0,00,00,00
10,2009,9,30909,12,0,35.8,556,2,2,4,4,5,100,0,0,0,0,0,0,0,0,1.55388,2.74507,500,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
11,2009,9,30909,12,0,22.3,128,1,2,3,3,5,100,0,0,0,0,0,0,0,0,1.34830,2.10721,500,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
12,2009,9,30909,11,0,23.0,152,2,2,3,3,4,100,0,0,0,0,0,0,0,0,1.36173,2.18184,400,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
13,2009,9,30909,11,0,30.6,366,1,2,3,3,5,100,0,0,0,0,0,0,0,0,1.48572,2.56348,500,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
14,2009,9,30909,11,0,35.2,476,2,2,4,4,2,100,0,0,0,0,0,0,0,0,1.54654,2.67761,200,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
15,2009,9,30909,11,0,31.0,348,1,2,3,3,4,100,0,0,0,0,0,0,0,0,1.49136,2.54158,400,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
16,2009,9,30909,11,0,28.5,236,2,2,3,3,4,100,0,0,0,0,0,0,0,0,1.45484,2.37291,400,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
